Unique_ID,X,Y,composite1,Riverdis_value_remap,Road_value_remap,Railway_value_remap,Space_value_remap,Riverquality_value_remap,SUM_public,SUM_educat,SUM_Changi,SUM_reside,SUM_social,All_Ages_2,Aged_0_15,Aged_16_29,Aged_30_44,Aged_45_64,Aged_65__2,Working_ag,Age_Struct,Persons_pe,All_househ,Couple_wit,Couple_w_1,House_Pric,House_Sale,Employment,Unemployme,Public_Tra,Transport,Transpor_1,Transpor_2,Household,Househol_1
2420,535967,186511,0.38,0.89,0.02,0,1,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2421,536153,186511,0.38,0.92,0.05,0,1,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2422,536339,186511,0.31,1,0,0,0.83,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2423,536526,186511,0.38,0.99,0,0,0.81,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2424,536712,186511,0.38,0.94,0,0,1,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2425,536898,186511,0.46,0.81,0,0.68,0.16,0.55,601.0910187,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2426,537084,186511,0.46,0.2,0,0.48,0,0,6514.47998,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2427,537270,186511,0.54,0.89,0.21,0.1,0.49,0.55,1183.209961,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2428,537456,186511,0.54,0.31,0,0,0.8,0.18,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2429,537642,186511,0.62,0,0,0,0.16,0,20.08390045,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2430,537828,186511,0.54,0,0,0,0.2,0,1666.658051,0,0,730.1199951,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2431,538015,186511,0.54,0,0.12,0,0,0,0,0,0,0,0,1919,356,515,574,349,125,1438,1382,164,647,116,118,285000,19,60.2,8.9,4.9,0,38.9,61.1,34721,28080
2432,534757,186565,0.69,0,0.05,0.09,0.2,0,245.095993,0,0,126.8997498,0,1663,310,418,527,301,107,1246,1186,157,628,93,102,445000,29,61,10.4,5.2,0,7,93,41595,33605
2433,534944,186565,0.69,0,0.06,0,0,0,0,0,0,57.74230003,0,1924,405,430,517,418,154,1365,1269,110,620,94,108,322500,16,57.5,9.8,5.6,0,8.3,91.7,40559,32767
2434,535130,186565,0.85,0,0.11,0,0.24,0,9.663849831,0,0,0,0,1924,405,430,517,418,154,1365,1269,110,620,94,108,322500,16,57.5,9.8,5.6,0,8.3,91.7,40559,32767
2435,535316,186565,0.54,0.17,0,0,0.6,0,0,0,0,0,0,1622,448,430,448,244,52,1122,978,101,576,83,79,336500,14,55.3,12.2,3.3,0,95.2,4.8,34055,27548
2436,535502,186565,0.54,0.84,0.06,0,0.19,0.45,326.2124939,0,0,404.3664951,0,1622,448,430,448,244,52,1122,978,101,576,83,79,336500,14,55.3,12.2,3.3,0,95.2,4.8,34055,27548
2437,535688,186565,0.46,1,0.01,0,0.75,0.55,396.1240314,0,0,0,0,1589,428,298,314,305,244,917,909,71,628,86,81,322500,7,43,17.4,2.1,0,10.1,0,27439,22273
2438,535874,186565,0.46,0.99,0.02,0,0.62,0.55,0,0,0,0,0,1589,428,298,314,305,244,917,909,71,628,86,81,322500,7,43,17.4,2.1,0,10.1,0,27439,22273
2439,536060,186565,0.38,0.92,0,0,1,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2440,536246,186565,0.46,0.99,0.05,0,0.81,0.55,0,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2441,536433,186565,0.46,0.64,0,0,0.6,0.36,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2442,536619,186565,0.38,1,0,0,0.82,0.55,9.150600433,0,0,0,0,2003,648,404,461,357,133,1222,1173,18,717,113,65,325000,21,48.5,15.2,3.3,0,100,0,29344,23792
2443,536805,186565,0.38,0.83,0,1,0.2,0.55,0,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2444,536991,186565,0.46,0.22,0.2,0.47,0,0,6167.029785,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2445,537177,186565,0.54,0.65,0.21,0.07,0.39,0.45,0,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2446,537363,186565,0.54,0.58,0,0,0.48,0.36,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2447,537549,186565,0.62,0.04,0,0,0.43,0,0,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2448,537735,186565,0.54,0,0.04,0,0.01,0,0,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2449,537921,186565,0.54,0,0,0,0,0,113.8320007,0,0,196.8309937,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2450,534850,186618,0.69,0,0.03,0.09,0.57,0,0,0,0,801.7579956,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2451,535037,186618,0.85,0,0.06,0,0.02,0,0,0,0,643.2369041,0,1924,405,430,517,418,154,1365,1269,110,620,94,108,322500,16,57.5,9.8,5.6,0,8.3,91.7,40559,32767
2452,535223,186618,0.85,0.04,0,0,0.55,0,0,0,0,0,0,1924,405,430,517,418,154,1365,1269,110,620,94,108,322500,16,57.5,9.8,5.6,0,8.3,91.7,40559,32767
2453,535409,186618,0.54,0.68,0.01,0,0.6,0.45,0,0,0,0,0,1622,448,430,448,244,52,1122,978,101,576,83,79,336500,14,55.3,12.2,3.3,0,95.2,4.8,34055,27548
2454,535595,186618,0.46,0.98,0.03,0,0.28,0.55,619.1578102,0,0,333.572998,0,1589,428,298,314,305,244,917,909,71,628,86,81,322500,7,43,17.4,2.1,0,10.1,0,27439,22273
2455,535781,186618,0.46,0.7,0,0,0,0.45,660.6712263,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2456,535967,186618,0.38,0.98,0.08,0,0.69,0.55,0,0,0,0,0,1589,428,298,314,305,244,917,909,71,628,86,81,322500,7,43,17.4,2.1,0,10.1,0,27439,22273
2457,536153,186618,0.38,0.78,0.07,0,1,0.45,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2458,536339,186618,0.46,0.51,0.05,0,0.61,0.27,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2459,536526,186618,0.46,0.89,0,0,0.6,0.27,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2460,536712,186618,0.38,0.83,0,1,0.23,0.45,0,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2461,536898,186618,0.46,0.24,0.21,0.1,0.05,0,1442.640015,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2462,537084,186618,0.46,0.39,0.21,0.11,0.46,0.27,0,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2463,537270,186618,0.54,0.86,0,0,0.65,0.55,334.9559937,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2464,537456,186618,0.62,0.14,0,0,0.11,0,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2465,537642,186618,0.62,0,0.04,0,0,0,247.0467987,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2466,537828,186618,0.54,0,0.04,0,0,0,0,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2467,538015,186618,0.77,0,0.07,0,0,0,0,0,0,0,0,1863,368,518,533,295,149,1346,1286,189,621,116,120,313500,20,58.7,9,4.3,0,57.9,42.1,33776,27326
2468,534757,186672,0.69,0,0.07,0,0.25,0,524.3290043,0,0,469.625,0,1663,310,418,527,301,107,1246,1186,157,628,93,102,445000,29,61,10.4,5.2,0,7,93,41595,33605
2469,534944,186672,0.85,0,0.04,0.1,0.25,0,323.269989,0,0,2042.158489,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2470,535130,186672,0.85,0,0.09,0,0.11,0,0,0,0,423.1267977,0,1924,405,430,517,418,154,1365,1269,110,620,94,108,322500,16,57.5,9.8,5.6,0,8.3,91.7,40559,32767
2471,535316,186672,0.85,0.29,0.04,0,0.36,0.09,0,0,0,694.6235809,0,1622,448,430,448,244,52,1122,978,101,576,83,79,336500,14,55.3,12.2,3.3,0,95.2,4.8,34055,27548
2472,535502,186672,0.54,0.99,0.03,0,0.37,0.55,0,0,0,1502.805985,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2473,535688,186672,0.46,0.51,0.07,0,0.06,0.27,2278.409254,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2474,535874,186672,0.46,0.66,0,0,0,0.27,32.29356003,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2475,536060,186672,0.38,0.99,0.15,0,1,0.09,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2476,536246,186672,0.46,0.46,0.05,0,0.98,0.18,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2477,536433,186672,0.46,0.83,0.05,0,0.6,0,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2478,536619,186672,0.38,0.75,0,0.8,0.37,0.18,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2479,536805,186672,0.46,0.25,0.21,0.44,0.21,0,328.1240082,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2480,536991,186672,0.46,0.25,0.21,0.07,0.62,0.09,0,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2481,537177,186672,0.54,0.99,0,0,0.68,0.55,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2482,537363,186672,0.54,0.23,0,0,0.17,0,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2483,537549,186672,0.62,0,0,0,0.01,0,243.4840012,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2484,537735,186672,0.62,0,0.04,0,0,0,86.36377358,0,176.9179993,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2485,537921,186672,0.54,0,0.04,0,0,0,463.4970016,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2486,534664,186726,0.69,0,0.07,0,0.04,0,1278.316653,0,0,0,0,2127,546,396,610,416,159,1422,1377,201,860,123,117,332500,8,58.6,11.1,4.3,0,67.4,32.6,34402,27825
2487,534850,186726,0.85,0,0.04,0,0.12,0,2518.898972,0,0,0,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2488,535037,186726,0.85,0,0.02,0,0.12,0,0,0,0,1872.177899,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2489,535223,186726,0.85,0.07,0.04,0,0.09,0,0,0,0,0,0,1622,448,430,448,244,52,1122,978,101,576,83,79,336500,14,55.3,12.2,3.3,0,95.2,4.8,34055,27548
2490,535409,186726,0.54,0.89,0.05,0,0.43,0.55,500.9594479,0,0,71.95870209,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2491,535595,186726,0.54,0.56,0.01,0,0.14,0.27,572.9429932,0,0,55.81259918,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2492,535781,186726,0.46,0.21,0.03,0,0.03,0,146.9332008,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2493,535967,186726,0.46,1,0.07,0,0.97,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2494,536153,186726,0.46,0.94,0.05,0,1,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2495,536339,186726,0.46,0.71,0.05,0,0.97,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2496,536526,186726,0.46,0.74,0,0.28,0.55,0,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2497,536712,186726,0.46,0.24,0.22,0.57,0.04,0,56.71920013,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2498,536898,186726,0.46,0.11,0,0,0.61,0,0,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2499,537084,186726,0.46,0.86,0,0,0.57,0.55,0,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2500,537270,186726,0.62,0.41,0,0,0.6,0.27,212.5749969,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2501,537456,186726,0.62,0.01,0,0,0,0,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2502,537642,186726,0.62,0,0,0,0,0,1898.821478,0,0,92.97180176,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2503,537828,186726,0.85,0,0.04,0,0,0,467.4689102,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2504,538015,186726,0.85,0,0.16,0,0,0,514.9069977,0,0,0,0,1863,368,518,533,295,149,1346,1286,189,621,116,120,313500,20,58.7,9,4.3,0,57.9,42.1,33776,27326
2505,534571,186780,0.69,0,0.07,0,0.03,0,1964.374342,0,0,0,0,2127,546,396,610,416,159,1422,1377,201,860,123,117,332500,8,58.6,11.1,4.3,0,67.4,32.6,34402,27825
2506,534757,186780,0.85,0,0.05,0,0.06,0,3158.962825,0,0,0,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2507,534944,186780,0.85,0,0.07,0.1,0.37,0,864.4470215,0,0,300.5329895,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2508,535130,186780,0.85,0,0.09,0,0.11,0,713.2640228,0,0,641.1725082,0,1387,396,253,435,257,46,945,813,139,480,86,95,283000,31,59.4,11.5,2.1,72,28,0,33920,27441
2509,535316,186780,0.54,0.28,0.07,0,0.06,0,1272.052002,0,0,38.25540161,0,1622,448,430,448,244,52,1122,978,101,576,83,79,336500,14,55.3,12.2,3.3,0,95.2,4.8,34055,27548
2510,535502,186780,0.54,1,0.01,0,0.63,0.55,0,0,0,282.4917855,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2511,535688,186780,0.46,0.19,0.03,0,0.66,0,1800.79611,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2512,535874,186780,0.46,0.73,0.09,0,0.44,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2513,536060,186780,0.46,1,0,0,1,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2514,536246,186780,0.46,0.7,0.02,0,1,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2515,536433,186780,0.46,0.89,0.04,0,0.63,0,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2516,536619,186780,0.46,0.2,0.21,0.71,0.01,0,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2517,536805,186780,0.46,0.04,0.01,0,0.51,0,118.8728981,0,0,115.5080032,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2518,536991,186780,0.46,0.31,0,0,0.6,0.18,0,0,0,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2519,537177,186780,0.62,0.73,0,0,0.19,0.55,762.0610046,0,1693.447964,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2520,537363,186780,0.62,0.09,0.02,0,0.34,0,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2521,537549,186780,0.62,0,0.03,0,0.01,0,840.9920864,0,0,27.51580048,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2522,537735,186780,0.85,0,0,0,0,0,216.7380066,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2523,537921,186780,0.85,0,0.05,0,0,0,1781.588573,0,0,0,0,1863,368,518,533,295,149,1346,1286,189,621,116,120,313500,20,58.7,9,4.3,0,57.9,42.1,33776,27326
2524,534664,186833,0.85,0,0.05,0,0.01,0,2811.783962,0,0,0,0,2127,546,396,610,416,159,1422,1377,201,860,123,117,332500,8,58.6,11.1,4.3,0,67.4,32.6,34402,27825
2525,534850,186833,0.85,0,0.04,0,0.02,0,3934.853187,0,0,0,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2526,535037,186833,0.85,0,0.08,0.1,0.14,0,261.2820129,0,1495.503998,1785.010056,0,1864,488,368,473,359,176,1200,1164,177,694,90,79,315500,20,49.9,15.5,4.3,0,64.5,35.5,30690,24865
2527,535223,186833,0.85,0.08,0.06,0,0,0,0,0,0,1520.729305,0,1387,396,253,435,257,46,945,813,139,480,86,95,283000,31,59.4,11.5,2.1,72,28,0,33920,27441
2528,535409,186833,0.54,0.73,0.03,0,0,0.45,298.526001,0,25.98399925,2157.965027,0,1387,396,253,435,257,46,945,813,139,480,86,95,283000,31,59.4,11.5,2.1,72,28,0,33920,27441
2529,535595,186833,0.54,0.59,0.01,0,0.52,0.27,988.4810181,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2530,535781,186833,0.46,0.18,0.03,0,0.8,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2531,535967,186833,0.46,0.93,0.01,0,0.99,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2532,536153,186833,0.46,1,0.02,0,1,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2533,536339,186833,0.46,0.99,0.01,0,0.81,0,1.628209949,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2534,536526,186833,0.46,0.25,0.21,0.58,0.08,0,4.198540211,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2535,536712,186833,0.46,0.02,0,0,0.54,0,86.85939789,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2536,536898,186833,0.46,0.08,0.01,0,0.55,0,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2537,537084,186833,0.62,0.9,0,0,0.51,0.55,0,0,765.4558482,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2538,537270,186833,0.62,0.19,0.01,0,0.32,0,91.49130249,0,1731.816956,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2539,537456,186833,0.62,0,0.02,0,0.02,0,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2540,537642,186833,0.62,0,0.02,0,0.34,0,912.1640015,0,0,308.2113786,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
2541,537828,186833,0.85,0,0.04,0,0,0,534.1110077,0,0,0,0,1889,399,468,531,357,134,1356,1275,36,653,95,110,267500,22,56.8,12,3.9,0,57.2,37.7,32641,26422
2542,538015,186833,0.85,0,0.05,0,0,0,63.11349869,0,0,0,0,1863,368,518,533,295,149,1346,1286,189,621,116,120,313500,20,58.7,9,4.3,0,57.9,42.1,33776,27326
2543,534571,186887,0.77,0,0.13,0,0.18,0,1210.448013,0,0,67.07540131,0,2127,546,396,610,416,159,1422,1377,201,860,123,117,332500,8,58.6,11.1,4.3,0,67.4,32.6,34402,27825
2544,534757,186887,0.85,0,0.04,0,0.25,0,2773.409828,0,0,0,0,1820,535,386,382,379,138,1147,1153,217,706,115,81,250000,11,46.7,15,3.9,0,98.3,1.7,30213,24485
2545,534944,186887,0.85,0,0.07,0,0.21,0,1203.878383,0,0,0,0,1820,535,386,382,379,138,1147,1153,217,706,115,81,250000,11,46.7,15,3.9,0,98.3,1.7,30213,24485
2546,535130,186887,0.69,0.01,0.06,0,0,0,1403.49501,0,68.02776814,2008.510517,0,1387,396,253,435,257,46,945,813,139,480,86,95,283000,31,59.4,11.5,2.1,72,28,0,33920,27441
2547,535316,186887,0.54,0.34,0.06,0,0,0.09,1509.427002,0,0,1263.917999,0,1387,396,253,435,257,46,945,813,139,480,86,95,283000,31,59.4,11.5,2.1,72,28,0,33920,27441
2548,535502,186887,0.54,0.98,0.03,0,0.69,0.55,0,0,0,13.62139988,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2549,535688,186887,0.46,0.16,0.01,0,0.6,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2550,535874,186887,0.46,0.34,0.08,0,0.44,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2551,536060,186887,0.46,1,0.01,0,1,0,0,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2552,536246,186887,0.69,0.98,0.01,0,0.78,0,733.1539917,0,0,0,0,1740,403,360,402,371,204,1133,1076,13,589,139,129,287500,14,57.4,7.4,2.8,0,86.2,0,35096,28378
2553,536433,186887,0.69,0.38,0,0.03,0.13,0,2103.51118,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2554,536619,186887,0.46,0.02,0.21,0,0.22,0,2927.565002,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2555,536805,186887,0.46,0,0.01,0,0.6,0,0,0,0,0,0,2195,603,415,738,360,79,1513,1485,53,852,209,118,269250,36,66.3,8.9,3.2,0,99.9,0,33123,26806
2556,536991,186887,0.38,0.38,0.01,0,0.51,0.27,0,0,0,0,0,1881,480,429,526,336,110,1291,1239,87,627,126,91,320000,11,52.4,11.6,3.4,0,100,0,31105,25197
2557,537177,186887,0.62,0.62,0,0,0,0.36,549.434021,0,3306.436955,0,0,2133,515,526,461,452,179,1439,1385,66,737,139,104,250000,24,54.3,10.5,2.9,0,89.1,0,31585,25580
2558,537363,186887,0.62,0,0.05,0,0.34,0,0,0,0,0,0,1955,573,404,424,423,131,1251,1124,122,653,126,87,195000,7,45.9,16,2.3,0,31.7,0,27901,22642
