Unique_ID,X,Y,composite1,Riverdis_value_remap,Road_value_remap,Railway_value_remap,Space_value_remap,Riverquality_value_remap,SUM_public,SUM_educat,SUM_Changi,SUM_reside,SUM_social,All_Ages_2,Aged_0_15,Aged_16_29,Aged_30_44,Aged_45_64,Aged_65__2,Working_ag,Age_Struct,Persons_pe,All_househ,Couple_wit,Couple_w_1,House_Pric,House_Sale,Employment,Unemployme,Public_Tra,Transport,Transpor_1,Transpor_2,Household,Househol_1
1,538666,178720,0.54,0.97,0.03,0,0.01,0,2145.422328,0,0,0,0,1738,314,476,520,303,125,1299,1355,118,731,125,179,385000,37,66.9,6.6,3,0,100,0,70988,53722
2,538852,178720,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,538573,178774,0.62,0.52,0.12,0,0.08,0,1490.272921,641.132019,0,0,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
4,538759,178774,0.54,1,0,0,0.79,0,1015.749582,0,0,0,0,1738,314,476,520,303,125,1299,1355,118,731,125,179,385000,37,66.9,6.6,3,0,100,0,70988,53722
5,538945,178774,0.46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,538666,178828,0.54,0.69,0.06,0,0,0,3014.947584,0,0,0,0,1738,314,476,520,303,125,1299,1355,118,731,125,179,385000,37,66.9,6.6,3,0,100,0,70988,53722
7,538852,178828,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,538573,178881,0.62,0.21,0.11,0,0,0,2471.361346,0,0,0,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
9,538759,178881,0.54,1,0,0,0.89,0,287.6745987,0,0,0,0,1738,314,476,520,303,125,1299,1355,118,731,125,179,385000,37,66.9,6.6,3,0,100,0,70988,53722
10,538945,178881,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,538294,178935,0.23,0,0,0,0.99,0,0,0,0,0,0,1840,340,411,533,371,185,1315,1257,45,779,110,169,357500,31,63.6,7.7,3.7,0,98.3,0.3,51083,38662
12,538480,178935,0.62,0.12,0.09,0,0,0,1761.88449,0,0,692.344017,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
13,538666,178935,0.54,0.84,0.02,0,0.11,0,2794.405586,0,0,0,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
14,538852,178935,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,537828,178989,0.46,1,0,0,0.14,0,141.2799988,0,0,209.628006,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
16,538015,178989,0.23,0.18,0.01,0,0.94,0,107.2139969,0,0,0,0,1840,340,411,533,371,185,1315,1257,45,779,110,169,357500,31,63.6,7.7,3.7,0,98.3,0.3,51083,38662
17,538387,178989,0.62,0.18,0.02,0,0.35,0,1681.519497,0,1.657590032,0,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
18,538573,178989,0.54,0.37,0.03,0,0,0,1970.92457,0,0,0,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
19,538759,178989,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,537735,179043,0.54,1,0,0,0,0,0,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
21,537921,179043,0.54,0.7,0.06,0.04,0.46,0,232.9983361,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
22,538108,179043,0.23,0.01,0,0,0.45,0,1118.22998,0,0,0,0,1840,340,411,533,371,185,1315,1257,45,779,110,169,357500,31,63.6,7.7,3.7,0,98.3,0.3,51083,38662
23,538294,179043,0.23,0.13,0.04,0,0.16,0,474.2103062,0,200.5147957,460.6230011,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
24,538480,179043,0.54,0.43,0.08,0,0,0,2484.609192,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
25,538666,179043,0.54,0.99,0.02,0,0.54,0,2329.362244,0,0,0,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
26,538852,179043,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,537828,179096,0.54,1,0.02,0,0.02,0,0.186869106,0,0,1135.089966,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
28,538015,179096,0.54,0.2,0,0,0,0,7823.5,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
29,538201,179096,0.23,0.01,0.03,0,0.19,0,17.0625,0,0,213.1940002,0,1840,340,411,533,371,185,1315,1257,45,779,110,169,357500,31,63.6,7.7,3.7,0,98.3,0.3,51083,38662
30,538387,179096,0.54,0.54,0.08,0,0,0,1773.380217,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
31,538573,179096,0.54,0.74,0.03,0,0,0,3418.174587,0,0,350.882679,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
32,538759,179096,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,537735,179150,0.54,1,0,0,0,0,0,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
34,537921,179150,0.54,0.47,0.03,0.02,0.08,0,2096.209046,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
35,538108,179150,0.23,0,0,0,0,0,800.7199707,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
36,538294,179150,0.62,0.24,0.08,0,0,0,1623.730711,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
37,538480,179150,0.54,0.94,0.03,0,0,0,1850.720712,0,0,908.8129883,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
38,538666,179150,0.54,1,0,0,0.96,0,82.33399963,0,0,1.891680002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,538852,179150,0.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,537828,179204,0.54,0.88,0.04,0,0,0,1606.610954,0,0,643.8389893,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
41,538015,179204,0.54,0.11,0,0,0.43,0,1000.288986,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
42,538201,179204,0.62,0.05,0.03,0,0.12,0,1545.575626,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
43,538387,179204,0.54,0.83,0.07,0,0,0,2250.100771,0,0,166.9949951,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
44,538573,179204,0.54,1,0.01,0,0.66,0,0,0,0,913.2713614,0,1707,303,433,624,235,112,1292,1264,188,737,108,154,310000,45,69.4,5.7,3,0,100,0,63194,47825
45,538759,179204,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,537735,179258,0.54,1,0,0,0,0,0,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
47,537921,179258,0.54,0.31,0.02,0.07,0.09,0,2468.778767,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
48,538108,179258,0.62,0,0.03,0,0.11,0,1740.879295,0,0,336.4720078,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
49,538294,179258,0.62,0.25,0.12,0,0.25,0,359.2718124,0,0,154.1470032,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
50,538480,179258,0.54,0.9,0.03,0,0.17,0,908.0770111,0,0,973.6070251,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
51,538666,179258,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,537828,179311,0.54,0.9,0.04,0,0,0,1469.07003,0,0,739.3269806,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
53,538015,179311,0.62,0.08,0.03,0,0.03,0,400.2360001,0,0,1414.283422,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
54,538201,179311,0.62,0.02,0.02,0,0.17,0,934.5231745,0,0,821.6009827,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
55,538387,179311,0.54,0.39,0.02,0,0.19,0,371.3904953,0,0,2515.596069,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
56,538573,179311,0.54,1,0,0,0.96,0,0,0,0,0,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
57,538759,179311,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,537735,179365,0.54,1,0.02,0,0,0,1518.810997,0,0,169.7039948,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
59,537921,179365,0.54,0.34,0.05,0.07,0,0,193.6912003,0,0,3105.339996,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
60,538108,179365,0.62,0,0.06,0,0,0,3121.919014,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
61,538294,179365,0.62,0.13,0.09,0,0.12,0,176.5657997,0,0,1123.784508,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
62,538480,179365,0.31,0.87,0.01,0,0.55,0,0,0,0,727.1399841,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
63,538666,179365,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,537828,179419,0.54,0.94,0,0,0,0,585.5300293,0,0,3396.669922,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
65,538015,179419,0.54,0.09,0.06,0,0,0,505.9660034,0,0,1379.529968,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
66,538201,179419,0.62,0,0.02,0,0.5,0,1303.958908,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
67,538387,179419,0.31,0.39,0.04,0,0,0,129.6640015,0,0,2427.490555,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
68,538573,179419,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,537735,179472,0.54,1,0,0,0,0,0,0,0,927.6931915,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
70,537921,179472,0.54,0.38,0.02,0.07,0,0,0,0,533.5999756,1641.845032,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
71,538108,179472,0.62,0,0.05,0,0.05,0,555.6947937,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
72,538294,179472,0.31,0.16,0.08,0,0.06,0,0,0,0,1734.444031,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
73,538480,179472,0.31,1,0.01,0,0.58,0,0,0,0,1365.400391,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
74,538666,179472,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,537828,179526,0.54,0.97,0,0,0,0,242.3390045,0,0,781.6967926,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
76,538015,179526,0.54,0.11,0.03,0.07,0,0,261.1361008,0,0,2759.359401,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
77,538201,179526,0.62,0.03,0.08,0,0.26,0,1742.06398,0,0,0,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
78,538387,179526,0.31,0.67,0.03,0,0,0,0,0,2393.708008,723.3799567,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
79,538573,179526,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,537735,179580,0.62,1,0,0,0,0,0,0,0,1942.888,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
81,537921,179580,0.54,0.42,0.02,0.07,0,0,1370.640015,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
82,538108,179580,0.69,0,0.05,0,0,0,696.5739899,0,0,742.0759888,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
83,538294,179580,0.69,0.27,0.1,0,0,0,1557.161797,0,0,624.6994095,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
84,538480,179580,0.31,1,0,0,0.89,0,0,0,111.9062693,0,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
85,538666,179580,0.23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,537828,179634,0.54,0.99,0,0,0,0,2710.215942,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
87,538015,179634,0.69,0.14,0.03,0.07,0,0,2224.479019,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
88,538201,179634,0.69,0.12,0.04,0,0,0,1696.634424,0,0,714.5289841,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
89,538387,179634,0.31,0.89,0.04,0,0.25,0,97.71389771,0,0,1864.166992,0,1652,456,374,379,329,114,1082,1094,246,665,123,81,250000,6,46.7,14.6,3.2,0,100,0,34401,26011
90,538573,179634,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,537735,179687,0.62,1,0,0,0,0,466.7780151,0,0,736.7884121,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
92,537921,179687,0.54,0.48,0,0.07,0,0,2645.028992,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
93,538108,179687,0.69,0.18,0.03,0,0,0,1087.745411,0,0,445.6588559,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
94,538294,179687,0.69,0.35,0.11,0,0,0,934.3567254,0,0,629.947998,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
95,538480,179687,0.31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,537828,179741,0.54,1,0.02,0.07,0,0,2395.215885,0,0,0,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
97,538015,179741,0.54,0.3,0.05,0,0,0,1227.640064,0,465.927002,15.74569988,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
98,538201,179741,0.69,0.41,0.05,0,0,0,1933.914324,0,0,0,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
99,538387,179741,0.62,0.96,0.03,0,0.41,0,719.3407173,0,0,1561.205994,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
100,538573,179741,0.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,537735,179795,0.54,0.9,0.01,0.07,0,0,511.8571329,0,12.47879982,1282.821594,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
102,537921,179795,0.54,0.63,0.01,0.07,0,0,1718.250519,0,239.8769989,0.049665298,0,3187,636,974,1054,354,169,2382,2032,106,1168,140,245,385000,112,62.1,8.9,4.1,0,82.7,17.3,51623,39071
103,538108,179795,0.69,0.76,0.01,0,0,0,862.4829712,0,0,155.6518788,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
104,538294,179795,0.69,0.62,0.05,0,0,0,68.4905014,0,0,2430.788068,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
105,538480,179795,0.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,537828,179849,0.54,0.99,0.01,0,0,0,347.0866591,0,0,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
107,538015,179849,0.54,0.94,0.01,0,0,0,37.61309814,0,0,2628.649902,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
108,538201,179849,0.69,0.99,0.01,0,0,0,1072.028023,0,0,1061.180969,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
109,538387,179849,0.62,1,0.01,0,0.74,0,0,0,0,768.4199677,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
110,538573,179849,0.62,1,0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,537921,179902,0.54,1,0.01,0,0,0,4.451029778,0,0,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
112,538108,179902,0.54,1,0.01,0,0,0,0,0,0,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
113,538294,179902,0.54,1,0.03,0,0.21,0,67.16379684,0,0,353.8675957,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
114,538480,179902,0.62,1,0,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,537828,179956,0.54,1,0,0,0,0,0,0,154.7030029,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
116,538015,179956,0.54,0.98,0,0,0,0,0,0,1040,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
117,538201,179956,0.54,0.92,0,0,0,0,0,0,0,0,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
118,538387,179956,0.62,1,0.02,0.06,0.7,0,258.7409973,0,0,440.1629944,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
119,538573,179956,0.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,537921,180010,0.54,0.9,0,0,0,0,0,0,2998.899899,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
121,538108,180010,0.54,0.69,0,0.02,0,0,0,0,0,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
122,538294,180010,0.54,0.94,0.02,0.06,0,0,0,0,770.0469971,394.5472946,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
123,538480,180010,0.62,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,537828,180063,0.54,1,0.01,0.02,0,0,267.4630127,0,1075.325043,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
125,538015,180063,0.54,0.71,0,0.06,0,0,0,0,2358.890343,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
126,538201,180063,0.54,0.66,0,0.06,0,0,0,0,0,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
127,538387,180063,0.69,1,0.02,0,0.4,0,187.2982016,0,0,2446.046883,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
128,538573,180063,0.69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,537921,180117,0.54,1,0,0.06,0,0,668.8599854,0,101.7639999,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
130,538108,180117,0.54,0.81,0,0.06,0,0,0,0,0,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
131,538294,180117,0.54,1,0.03,0,0,0,0,0,72.77649689,1780.709877,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
132,538480,180117,0.69,1,0,0,1,0,0,0,0,0,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
133,537828,180171,0.54,0.99,0.02,0.04,0,0,3999.377869,0,0,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
134,538015,180171,0.54,0.92,0,0,0,0,0,0,0,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
135,538201,180171,0.54,1,0,0,0,0,0,0,0,257.0391979,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
136,538387,180171,0.69,0.98,0.03,0,0.1,0,276.0344925,0,82.00550079,1817.157156,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
137,538573,180171,0.69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,537921,180225,0.54,0.87,0.02,0,0.01,0,2264.369995,0,0,0,0,1421,249,455,556,143,18,1154,901,40,546,60,144,500000,99,66.6,6.6,3.8,0,100,0,67964,51434
139,538108,180225,0.54,1,0,0,0,0,0,0,0,0,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
140,538294,180225,0.54,1,0,0,0,0,0,0,100.4729996,1364.047691,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
141,538480,180225,0.69,1,0,0,0.71,0,0,0,168.7200012,262.3422012,0,1920,316,531,708,266,99,1505,1483,144,802,94,203,389250,30,69.2,7.5,4,0,100,0,63812,48293
142,538666,180225,0.31,1,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,539597,180225,0.15,1,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,538015,180278,0.54,0.99,0.03,0,0.04,0,80.62110138,0,0,0,0,1597,163,432,682,256,64,1370,1435,37,898,107,288,695000,51,79.1,2.4,4.9,0,19.9,80.1,105268,79658
145,538201,180278,0.54,1,0,0,0,0,0,0,0,1203.081878,0,1539,187,554,601,158,39,1313,1190,44,647,70,187,491500,30,79.5,3.6,4.6,0,39.7,60.3,93793,70976
