Index
7209
7164
7134
4824
5299
4826
4479
4508
4536
4509
4537
4454
4410
4344
3986
4004
3987
4005
3988
3971
3954
3972
2435
3329
3278
1583
1550
1567
1410
1381
1502
1486
1215
1311
1146
1185
1167
1056
1102
515
560
583
605
627
670
692
715
838
862
887
839
815
792
744
698
721
699
678
657
636
615
571
405
572
167
1564
1581
1602
7195
7238
7103
7118
4852
4853
5272
5355
4767
4855
4882
4451
4510
4432
4388
4323
4003
3955
2417
2471
3374
3250
1625
1515
1533
1584
1438
1367
1536
1471
1200
1247
1296
1324
1125
1184
1202
1217
1008
492
538
740
813
935
720
676
527
550
352
431
455
551
152
157
182
1547
1624
7252
7267
7087
4904
4905
5223
5248
5412
4708
4907
4478
4302
3985
4019
3916
3936
3973
2436
2489
2509
3394
3395
3414
3220
1647
1670
1482
1499
1605
1626
1452
1338
1570
1457
1264
1281
1233
1232
1249
959
468
764
789
481
505
327
146
168
201
1529
983
7266
7280
7294
7056
4951
4952
5224
5440
5468
4678
4506
3877
3897
3917
3956
3991
4008
2418
2547
3373
3413
3451
3156
3189
1692
1627
1649
1586
1429
1267
1266
1284
442
275
136
140
183
223
1495
7293
7025
4972
4974
5200
5249
5493
4619
4477
4533
4562
3838
3858
3878
3937
3974
4009
4025
2400
2437
2565
3351
3393
3431
3468
3124
3157
1606
1650
1672
1694
1400
1283
392
224
248
249
127
131
202
1478
7306
6995
5014
5016
5225
5544
4449
3798
3817
3818
3992
4026
4044
4062
2381
2419
2455
2603
3327
3372
3501
1738
1385
1314
365
203
225
118
122
1462
7331
6965
6980
5056
5058
5201
5573
4426
3757
3777
3778
4063
4080
4098
2401
2438
2474
2492
2622
3516
3533
1760
1781
1356
1342
391
109
113
1447
1312
7343
6935
6950
5098
5226
4403
3716
3736
3737
4081
4099
4117
2420
2456
2493
2512
2530
2641
2661
3548
3565
1801
1821
364
416
99
104
108
3990
7355
7368
6904
5202
4380
3677
3696
3715
4100
4118
4136
4157
2439
2531
2550
2660
2680
3564
3580
1840
1841
1858
312
390
466
89
94
7010
7342
7380
6873
5180
5227
4336
4357
3657
3658
3676
4137
4158
4180
4202
2421
2551
2700
3611
1876
1895
260
285
512
78
1519
158
3485
1414
117
6919
7317
7329
7404
6842
5203
4293
4314
4335
3639
3641
3678
4181
4203
4225
2403
2720
3626
3643
1912
212
234
235
259
535
67
73
7149
7291
7304
7316
7341
7416
7428
6811
6826
5181
4249
4271
4292
4356
3607
3622
3625
3659
3698
4204
4226
4247
4269
2422
2742
2766
3642
3680
1949
192
213
233
284
55
62
1263
6888
3661
7264
7277
7366
7452
6779
6795
5204
4205
4248
4334
4401
3576
4291
2441
2765
2790
3700
3719
1967
1986
177
193
258
50
56
141
1246
3839
6857
7235
7378
7390
7475
6744
6761
5182
3544
3561
2423
2789
2814
3740
2004
178
37
44
2453
1604
4045
7206
7389
7402
7414
7487
7498
6709
6726
5161
3512
3529
3545
3577
2405
2838
2865
3781
2045
31
38
4880
3898
7330
3697
4270
7176
7401
7413
7438
7510
7509
7521
6668
6690
3480
3497
3513
2386
2864
2892
2922
2066
2088
18
25
3432
3609
7146
7412
7462
7522
7532
7497
7520
7531
7543
6644
3446
3463
3464
3481
2368
2891
2921
2952
2984
2087
2108
8
13
4358
3660
1930
7249
7115
7400
7485
7533
7544
7554
7542
7553
6595
3427
3445
3447
2329
2951
2983
3016
3017
3051
2107
2127
3
6
9
300
2642
3624
7084
7411
7545
7555
7565
7574
